"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_hobbies"	"1330"	"allow"	"However , the use of tripods is not allowed ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1331"	"allow"	"Wine bought from a dealer should ideally be allowed to rest for several weeks before it is served ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1332"	"allow"	"This does not allow the mystery to invade us ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1333"	"allow"	"Very old red wines often require several hours of aeration , and any red wine , brought from the cellar within half an hour of mealtime , should be uncorked and allowed some air ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1334"	"allow"	"But within that framework he allowed for as much flexibility as possible ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_government"	"1335"	"allow"	"Exemption also allowed parent ."	"CONTEXT"	"DYNAMIC"	"BOTH"
"brown_editorial"	"1336"	"allow"	"There ought to be a point beyond which we will not allow ourselves to go regardless of what Russia does ."	"DYNAMIC"	"BOTH"	"BOTH"
"brown_learned"	"1337"	"allow"	"No optimism is more baseless than that which believes that the high speed of modern digital computers allows for use of the crudest of methods in searching out a result ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_government"	"1338"	"allow"	"Moreover , it allows the present management to reassign vehicles so that mileage will be more uniformly distributed throughout the fleet ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1339"	"allow"	"While clay is still pressed in mold , press three equally spaced holes 1/4'' '' deep , using pencil eraser , in bottom of clay to allow for proper drying and firing ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1340"	"allow"	"Washing is continued for 30 minutes or for a period of time sufficient to allow 100 nips or passes through the squeeze rolls ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1341"	"allow"	"Previously purified chlorine was subsequently admitted and the exchange was allowed to take place ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1342"	"allow"	"The cases have allowed transfer of claims if beneficial ownership is not changed ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1343"	"allow"	"Thru development , the reactor and its steam turbines had been reduced greatly in size , and also in complexity , allowing a single propeller to be used , the navy said ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1344"	"allow"	"When the front knee is straight and locked , allow it to bend again until you feel the bar come lightly into contact with the sides of the Power Stands ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1345"	"allow"	"Military or Naval Personnel on duty in Alaska or outside the United States and Puerto Rico are also allowed this automatic extension of time for filing their returns ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1346"	"allow"	"Taxpayers residing or traveling in Alaska are also allowed this extension of time for filing , but those residing or traveling in Hawaii are not allowed this automatic extension ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_reviews"	"1347"	"allow"	"it is as though some pressure had suddenly been lifted , allowing an intense awareness a sharpening of the senses '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1348"	"allow"	"I tested it in my scoped S & W and it was good enough to allow me to hit a chuck with every shot at 100 yards if I did my part by holding the handgun steadily ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"1349"	"allow"	"Well , normally abnormal or normally normal , neurotic or merely fastidious ( do the tea-leaf readers , by the way , allow psyches to have moral taste ? ?"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1350"	"allow"	"Blood samples were allowed to clot at room temperature for 3 hr , centrifuged and the serum was removed ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1351"	"allow"	"No detectable reaction was found at room temperature for reaction mixtures allowed to stand up to 5 hours ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1352"	"allow"	"In this manner , the factors measured by the intelligence test were controlled , allowing discovered differences in achievement to be interpreted as resulting from other variables ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_lore"	"1353"	"allow"	"In a few places cooperative programs between schools and employers in clerical work have shown the same possibilities for allowing the student , while still in school , to develop skills which are immediately marketable upon graduation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_reviews"	"1354"	"allow"	"Perhaps the lesson we should take from these pages is that the welfare state in England still allows wild scope for all kinds of rugged eccentrics ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_reviews"	"1355"	"allow"	"But , even if Mr. Sansom labors too hard to extract more refinements of meaning and feeling from his travel experiences than the limits of language allow , he still can charm and astound ."	"STATIVE"	"STATIVEHABITUAL"	"BOTH"
"brown_learned"	"1356"	"allow"	"The preceding methods allow efficient use of index words and electronic switches during a sectionalized or multi-phase program , particularly when used in conjunction with the LITORIGIN statement ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1357"	"allow"	"Greville proposed Quiney as the fittest man `` for the following of the cause and to attend him in the matter '' , and at his suggestion the corporation allowed Quiney two shillings a day ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1358"	"allow"	"Certain other deductions are not allowed in determining Adjusted Gross Income ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"1359"	"allow"	"When he was 15 , his parents finally allowed him to attend classes at the Academy of Fine Arts in Vienna ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"1360"	"allow"	"news of a Protestant minister in Leamington who has offered to allow a Catholic priest to preach from his pulpit ; ;"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1361"	"allow"	"In turn , higher fertility rates for this population provide a means of increasing the numerical quantity of the population , allowing for the possibility of greater stability and unity ."	"BOTH"	"STATIVE"	"BOTH"
"brown_news"	"1362"	"allow"	"`` This morning , we allowed a farmer $600 on the old picker he traded in on a new $2,700 model ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1363"	"allow"	"Moreover , all three representations must be squeezed comfortably into little more than the length Brumidi allowed for each one of his ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1364"	"allow"	"Less ambitious freeway plans may be more successful -- especially when the roadways and interchanges are raised , allowing for cross access at many points and providing parking areas below the ramp ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1365"	"allow"	"or requiring a transferor to carry over its method of depreciation ( section 381(c)(6) ) , but not allowing rapid amortization of emergency facilities transferred in a reorganization ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1366"	"allow"	"The men inside informed him that they had some wounded men among them but he would not be allowed to see them even though he offered medical aid ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_lore"	"1367"	"allow"	"Where a growing season may , with luck , allow 60 days without frost , and where the soil is poor , sandy , quick-drying and subject to erosion , many farmers fail ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_hobbies"	"1368"	"allow"	"Flash is allowed , subject to above restrictions ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1369"	"allow"	"The fragrance and taste of any white wine will die a lingering death when it is allowed to warm or is exposed for long to the air ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"1370"	"allow"	"Thirty years ago , while the nation was wallowing in economic depression , the prevailing philosophy of government was to stand aside and allow `` natural forces '' to operate and cure the distress ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_romance"	"1371"	"allow"	"She cast about as though looking for a policeman : this really shouldn't be allowed ! !"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"1372"	"allow"	"`` Precious and I allow each other absolute freedom ."	"STATIVEHABITUAL"	"STATIVEHABITUAL"	"STATIVEHABITUAL"
"brown_learned"	"1373"	"allow"	"The mixtures of sample plus cell suspension were allowed to stand at room temperature for 1 Aj ."	"BOTH"	"STATIVE"	"BOTH"
"brown_adventure"	"1374"	"allow"	"When he sank on his knees , they had allowed him to char without administering the stroke of mercy ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"1375"	"allow"	"for `` surely anything is better than a policy which allows for the possibility of nuclear war '' ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1376"	"allow"	"Observing their distressing condition , Colonel Snelling allowed these half-starved immigrants to settle on the military reservation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1377"	"allow"	"he sometimes called them `` an expiation '' , and he would not allow them to be published in periodicals ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_fiction"	"1378"	"allow"	"John's type of man allowed this sort of thing to happen ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1379"	"allow"	"Much of the dirt and leaf stain is easily removed when damp , but requires dynamite if allowed to dry ."	"BOTH"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"1380"	"allow"	"In the conduct of these and many other campaigns , the Hetman proved to be a much abler journalist than his critics allowed ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_lore"	"1381"	"consider"	"A Massachusetts soldier , who seems to have been a Civil War version of Bill Mauldin , wrote : `` the officers consider themselves as made of a different material from the low fellows in the ranks ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"1382"	"consider"	"According to one report , however , Mr. Hammarskjold was considered `` too controversial '' a figure to warrant bestowal of the coveted honor last spring ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1383"	"consider"	"If it is not one of his best books , it can only be considered unsatisfactory when compared with his own Garibaldi ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"1384"	"consider"	"But jolly old Uncle Donald would tell her no more than that Bobbie had certainly been considered for the job , but there were factors in a large company which outsiders and even some insiders couldn't understand ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1385"	"consider"	"Like the Yankees' slugger , Mays , the terror of the Giants , has had seasons that would be considered the ultimate by most players , but not by -- or for -- Willie ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"1386"	"consider"	"The General Assembly shall consider and approve the budget of the Organization ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1387"	"consider"	"Will the house on any part-time farm you are considering make a satisfactory full-time residence ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1388"	"consider"	"Why should Congress even consider allowing such a sum for that which can give no protection ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1389"	"consider"	"I don't consider that he was prejudged ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1390"	"consider"	"We shall consider these in the inverse order of their presentation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1391"	"consider"	"These strengths are considered adequate to meet the essential roles and missions of the reserves in support of our national security objectives ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1392"	"consider"	"This , however , can only be considered approximate , as the diameter of the pulley was increased by the build-up of tape and the tape was occasionally removed from the pulley during the runs ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1393"	"consider"	"The model of this paper considers an industry which is not characterized by vigorous price competition , but which is so basic that its wage-price policies are held in check by continuous critical public scrutiny ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"1394"	"consider"	"the child who had once considered it a treat to accompany his parents on picnics and family gatherings now considers it a bore ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1395"	"consider"	"From the Palazzo Spada you continue another block along the Via Capo Di Ferro and Vicolo De Venti to the imposing Palazzo Farnese , begun in 1514 and considered by many to be the finest palace of all ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"1396"	"consider"	"Have you considered the implications of continuing geographic shifts in terms of sales force allocation , strength of distributor organizations , and even plant location ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1397"	"consider"	"Loomis considers six such processes in his paradigm ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1398"	"consider"	"When the frequency response characteristics of practical components are considered , their effect on stability does not present the most serious limit on the system loop gain ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1399"	"consider"	"He could not consider it now ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"1400"	"consider"	"He considered some interesting excursion but he was on the road every day from dawn to dusk ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1401"	"consider"	"All of these considerations are of critical importance in considering defense and medical management ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1402"	"consider"	"The Government housing agencies consider it feasible with one special stipulation ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"1403"	"consider"	"As in choosing a wife , it is only sensible to consider also how appealing a pool is likely to be in bad weather as well as in good ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1404"	"consider"	"If the city council fails to consider appointment of a full-time CD director , Mr. Hawksley said , then he plans to call a meeting early in September so that a civil defense organization will be developed locally ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1405"	"consider"	"The room will also feature another rarity many antiquarians would consider more important than the Duncan Phyfe furniture ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1406"	"consider"	"Most of them are Democrats and nearly all consider themselves , and are viewed as , liberals ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1407"	"consider"	"It may be that the objective function depends not only on Af but also on Af , as when the cost of the operating policy is considered ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1408"	"consider"	"The Church considers this to be the method provided by nature and its divine Author : It involves no frustration of nature's laws , but simply an intelligent and disciplined use of them ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1409"	"consider"	"No doubt such a thing would be considered unpatriotic ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_news"	"1410"	"consider"	"We cannot consider ourselves educated if we do not read ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1411"	"consider"	"In the first place our business is foreign policy , and it is the business of the Presidential leadership and his appointees in the Department to consider the domestic political aspects of a problem ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"1412"	"consider"	"We fail to see how such procedure resulted in any prejudice to petitioner's contention , which was considered by the appeal board and denied by it ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1413"	"consider"	"Perhaps present writers hypnotically cling to the older order because they consider it useful and reliable through repeated testings over the decades ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1414"	"consider"	"Next , let us consider briefly the program and administrative implications of a failure on our part to pursue our appeals ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1415"	"consider"	"Since it was issued in the spring of 1611 , the King James Version has been most generally considered the most poetic and beautiful of all translations of the Bible ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1416"	"consider"	"Now consider the transformation of the lines of a bundle with vertex , P , on **zg which is effected by the involution as a whole ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1417"	"consider"	"This is not to assume that his work was without merit , but the validity of his assumptions concerning the meaning of history must always be considered against this background of an unprofessional approach ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1418"	"consider"	"Religious faith can be considered a necessary condition of membership in a congregation , since the decision to join a worshiping group requires some motive force , but faith is not a sufficient condition for joining ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"1419"	"consider"	"He considered the sober possibility ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1420"	"consider"	"As evidence to support that view , consider the following illustrative instances ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1421"	"consider"	"What irritated Miriam was that Wright had told the papers about a reasonable offer he had made , which he considered she would accept `` when she tires of publicity '' ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1422"	"consider"	"For what concerns all scientific disciplines is precisely that which can be captured for the rational , i.e. , for the scientific determination of what in past ages was considered ultimate and irrational ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1423"	"consider"	"As S increases we consider the two free corner points of the square , Af and Af , adjacent to P and Q respectively ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1424"	"consider"	"`` If I thought you were serious about going back to school , that you'd learned something from your experiences here and at Hanover -- well , I might consider such an offer ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1425"	"consider"	"And one cannot but wonder whether Marshal Malinovsky , who was blowing hot and cold , exalting peace but also almost openly considering the possibility of preventive war against the West , wasn't trying to keep the Chinese quiet ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"1426"	"consider"	"The late Secretary of State John Foster Dulles considered the 1954 Geneva agreement a specimen of appeasement , saw that resolution would be needed to keep it from becoming a calamity for the West ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1427"	"consider"	"I consider it to be my job to expose the public to what is being written today '' ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"1428"	"consider"	"This isn't surprising when we consider that over 29 percent of the 11-year-old boys in America cannot chin themselves once , and that English school girls outdo them in almost every test ( even dashes and endurance ) ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1429"	"consider"	"Cried Wright , showing that automobiles were considered to be a danger as early as the 1920's ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1430"	"consider"	"What determines the morality , they state , is not the means used , but the motive In general , the means ( excluding abortion ) that prove most effective are considered the most ethical ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1431"	"consider"	"He should personally consider the potential of a faculty member proposed for tenure , to guard against the mistake of making this profoundly serious commitment turn solely upon the man's former achievements ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1432"	"consider"	"The young William Faulkner in New Orleans in the 1920's impressed the novelist Hamilton Basso as obviously conscious of being a Southerner , and there is no evidence that since then he has ever considered himself any less so ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1433"	"consider"	"Nevertheless I consider it reasonable , because of my commitment as an artist , to assume that the rights and responsibilities of creative individuals are related to humanity as a whole rather than to specific geo-political interests ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"1434"	"consider"	"His earlier reports considered the American public schools basically sound and not in need of drastic change ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1435"	"consider"	"The Space Merchants , like such humanist documents as Joseph Wood Krutch's The Measure Of Man and C. S. Lewis's The Abolition Of Man , considers what may result from the scientific study of human nature ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"1436"	"consider"	"Africans and Asians tend to consider not only missions but the local churches they have produced as centers and agents of Western culture and ideology if not of direct political propaganda ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"1437"	"consider"	"He may also consider ideas ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"1438"	"consider"	"In a frenzy of excitement , he considered his plan ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1439"	"consider"	"Brooks Adams considered religion as an extremely significant manifestation of man's fear of the unknown ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1440"	"consider"	"Saliva gathered in the mouth after a night's sleep was considered poisonous ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1441"	"consider"	"Until our Moscow experience , I had not considered it necessary to prepare any argument formally or informally ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"1442"	"consider"	"The southern half , however , on account of its underbracing , was considered by boat owners a menace to navigation ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1443"	"consider"	"We shall not be able entirely to pass over these connections to the East as we consider Ripe Geometric pottery , the epic and the myth , and the religious evolution of early Greece ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"1444"	"consider"	"Carvey considers that former Vice President Nixon would be Brown's most formidable foe , with ex-Gov. Knight a close second ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_lore"	"1445"	"consider"	"`` I considered that your views would be best carried out '' , he explained , `` by taking women whose progeny will of course be free & more fully extend the philantrophy of Emancipation ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"1446"	"consider"	"Remembering that succession of disasters , she now considered Cathy , an ominous child-cloud on her horizon ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"1447"	"consider"	"But , considered within technical astronomy , a different pattern can be traced ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_reviews"	"1448"	"consider"	"This somewhat cynical comment may be found in `` Blue Skies , Brown Studies '' , a collection of travel essays by William Sansom , who would never consider staying home for long ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1449"	"consider"	"But even if that other plant employs the same number of workers and makes the same product , there are other facts to consider ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_mystery"	"1450"	"consider"	"Not once , in the time that he had known her , had he ever considered the possibility , not once , not for one one-thousandth of a second , of her infidelity ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1451"	"consider"	"There's another addition to the Stevens line , the pump-action Model 77 in ( under $75 ) , which you may or may not consider a kid's gun ; ;"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1452"	"consider"	"Therefore , it is recommended that in such cases the sample be replaced , or if used , the results of dimensional change or dimensional restorability tests be considered as indicative only ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1453"	"consider"	"They are still considered to be for use in restricted waters , however , and targets must come within a few yards of them ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1454"	"consider"	"It seems time to consider a revision of operational procedures for lexicostatistic studies on a more humble , solid , and limited basis ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1455"	"consider"	"To some extent the system can be considered a Gemeinschaft in which `` social-role occupancies are determined by birth , by attributes such as sex or caste , which are biologically or socially immutable '' ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1456"	"consider"	"Two problems present themselves in considering any hormone in blood ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1457"	"consider"	"Therefore , we shall consider in this paper the theoretical gain and resolution capabilities of such tubes ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"1458"	"consider"	"She did not pause to consider what she would do if her plan should fail ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1459"	"consider"	"Conversely , experimenters would consider as impressive such statements as the following , which , if they turned out to be hits , are so unusual as to be really significant :"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"1460"	"consider"	"We consider now the graph of the function f{t} on Af ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1461"	"consider"	"She found she could cope with all kinds of problems for which she was once considered too helpless ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1462"	"consider"	"At about the age of twelve I became a Spencerian liberal , and I have always considered myself a liberal of some kind even though the definition has changed repeatedly since Spencer became a reactionary ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1463"	"consider"	"-- liberal considers that the need for a national economy with controls that will assure his conception of social justice is so great that individual and local liberties as well as democratic processes may have to yield before it ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_learned"	"1464"	"consider"	"It does not consider the kinetic effects of the phosphate builders on sorption-desorption phenomena which will be discussed later ( see pp. 1746 - 1748 ) ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"1465"	"consider"	"At one time , to most Americans , unless they were fortunate enough to live near a body of navigable water , boats were considered the sole concern of fishermen , rich people , and the United States Navy ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1466"	"consider"	"Specifically , Congress should consider authorizing the Peace Corps to receive contributions from American businesses , unions , civic organizations and the public at large ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1467"	"consider"	"When we consider the electronic industry potential for human betterment , the prospect is staggering ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"1468"	"consider"	"Have you considered using vending equipment to replace or reduce the number of cafeteria employees ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1469"	"consider"	"Each switch occupies one digit position in a word , can be set on or off , and is considered as logically equivalent to an electronic switch ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_humor"	"1470"	"consider"	"Francesca and Herbert considered themselves violently nonconformist and showed the world they were by filling their Colonial house with contemporary furniture and paintings and other art objects ( expensive , but not necessarily valuable , contemporary things ) ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"1471"	"consider"	"I would like to suggest that the landlords and Commissioners get together and consider liberalizing the practice of prohibiting dogs in apartments ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"1472"	"consider"	"And in the hunting land , this hunger was considered to be a noble thing ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"1473"	"consider"	"Itching skin , considered `` just nerves '' , was eased by treating with whiskey and salt ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_news"	"1474"	"consider"	"Skorich was considered the logical choice after the club gave Norm Van Brocklin permission to seek the head coaching job with the Minnesota Vikings , the newest National Football League entry ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1475"	"consider"	"Now consider an arbitrary line , l , meeting Q in two points , Af and Af ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"1476"	"consider"	"When someone says , for example , `` They took x-rays to see that there was nothing wrong with me '' , it pays to consider how this statement would normally be made ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1477"	"consider"	"In the new country the electoral process is considered as a means of resolving fundamental , and sometimes bitter , differences among leaders and also as a source of policy guidance ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"1478"	"consider"	"These men are considered managers of engineers ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"1479"	"consider"	"So an objective look at our present procedures may move us to consider seriously this possibly analogous situation ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"1480"	"consider"	"Roosevelt and others considered him partly responsible for the murder of McKinley ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1481"	"consider"	"In other words , the anastomoses between the bronchial artery and pulmonary artery should be considered as functional or demand shunts ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"1482"	"consider"	"He will be considered not only great among his contemporaries , but as great among all the Americans who have played a part in the country's history since the beginning ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"1483"	"consider"	"The input light distributions considered are P-11 and P-20 phosphor emission and the so-called `` night light '' ( N.L. ) as given by H.W. Babcock and J. J. Johnson ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"1484"	"consider"	"This may be of overriding importance in considering military objectives ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
